OBJID,CLASS
587744875326275737,3
587744874785472992,3
587744874254696679,3
587744874254434554,2
587744874249191581,3
587744873718546618,0
587744873718415621,0
587744873714155884,2
587744873713435063,0
587744873712058851,0
587744729296994501,0
587744728762024083,3
587744728760713369,3
587744728223514799,0
587744728223187121,0
587744728222597252,1
587744727687889068,0
587744727687299316,0
587744638566072704,0
587744638566007180,0
587744638029005132,0
587744638026514728,3
587744638025597734,0
587744638025204047,0
587744638024876595,0
587744637492265281,0
587744637491675519,0
587744637491085683,0
587744637490364935,0
587744637488333127,0
587742954934960244,0
587742904478662782,0
587742904478400681,0
587742904476631209,0
587742904475844673,3
587742904475517052,2
587742904474075295,0
587742904474075235,0
587742903943233675,0
587742903941333140,0
587742903939825886,3
587742903938842822,3
587742903935893705,0
587742903403806838,0
587742903401775244,0
587742902868574397,0
587742902867460300,0
587742902863986844,0
587742902863200397,0
587742902327640231,0
587742902327181405,0
587742901795553358,2
587742901794701553,0
587742901789589658,3
587742901789196488,3
587742891046469897,1
587742889972924639,0
587742865824874636,0
587742865823236257,0
587742865820680350,0
587742865285120086,3
587742865284137074,0
587742865281187895,3
587742865280401491,1
587742865279615054,0
587742864751067232,0
587742864747659349,3
587742864745824424,0
587742864744382580,0
587742864742875176,1
587742864741695622,2
587742864741564583,0
587742864208560243,0
587742863678308394,0
587742863677980856,0
587742863677980796,3
587742863675293831,0
587742863673720938,2
587742863673589906,0
587742863672017031,0
587742863137833022,0
587742863132328090,0
587742863131213983,0
587742775642357871,0
587742775639736447,0
587742775638163612,5
587742775637115034,0
587742775635411105,1
587742775633510586,0
587742775630626987,0
587742775630037113,0
587742775626039407,2
587742775623549003,0
587742775623221307,0
587742775623155818,0
587742775104766121,0
587742775103848494,1
587742775102472260,4
587742775102210149,0
587742775100899466,0
587742775100309651,5
587742775100309650,0
587742775100244131,1
587742775100178596,0
587742775099195493,0
587742775095656556,0
587742775086219425,0
587742774816669825,0
587742774569205876,0
587742774562521186,0
587742774560555098,0
587742774560358465,0
587742774559703046,0
587742774558785587,3
587742774554722416,0
587742774552690797,0
587742774027157665,0
587742773494808772,3
587742773490810985,3
587742773489041552,0
587742773488713956,0
587742773486747692,0
587742773486026780,2
587742773482684564,3
587742773482487954,0
587742773482094681,3
587742773481898061,0
587742773479407784,0
587742773478686934,3
587742772956430457,3
587742772956299375,0
587742772955971683,0
587742772952498722,0
587742772943716492,0
587742772942864469,0
587742772942405683,0
587742645163065684,0
587742645162541155,3
587742644628554134,0
587742644626260436,0
587742629599707280,1
587742629596692621,0
587742629595054180,3
587742629594792136,0
587742629594005635,0
587742629592825891,0
587742629064081713,0
587742629061394528,3
587742629060739324,0
587742629058511048,0
587742628533174350,2
587742628532584809,1
587742628532060388,1
587742628531863974,0
587742628531667389,0
587742628524458218,0
587742628522754376,3
587742628521181377,1
587742627994402881,0
587742627990667483,0
587742627986866376,3
587742627458318632,0
587742627455500479,0
587742627453927644,3
587742627448226015,0
587742627446128806,0
587742627445932187,2
587742627444818097,0
587742627444293837,0
587742616705040517,0
587742616173937053,0
587742616170266882,5
587742616169218275,5
587742615637131545,0
587742615103013348,0
587742615100129640,0
587742615099867606,0
587742615099343286,3
587742615097049267,0
587742614558277936,3
587742614557753563,0
587742614557753526,0
587742611882967486,1
587742611880149208,0
587742611877003484,0
587742611873923194,0
587742611347931462,0
587742611347931375,3
587742611346751765,0
587742611345834276,0
587742611345309918,0
587742611345113414,3
587742611343016081,1
587742611337511078,3
587742610804834416,2
587742610802737382,1
587742610801426603,0
587742610801229834,0
587742610801164414,0
587742610277335441,0
587742610274189627,3
587742610269733063,0
587742610269733052,0
587742610267898112,0
587742610264817686,0
587742609730568439,0
587742609728143489,3
587742595231711367,3
587742595230728295,0
587742594157969595,5
587742594156920921,5
587742589867983083,3
587742589867262347,0
587742589865033897,0
587742589332357200,0
587742589330587700,2
587742589329473818,0
587742588795224512,0
587742578070520000,3
587742578070454471,0
587742578064359597,0
587742578057740430,0
587742578052825210,0
587742578052628598,0
587742577534697645,0
587742577533517991,0
587742577533124758,3
587742577530765331,2
587742577528733796,0
587742577526374529,2
587742577524736121,0
587742577521328291,0
587742577516740783,0
587742576997957840,0
587742576992518314,3
587742576985112728,0
587742576984588457,0
587742576984326369,0
587742576981442691,3
587742576979804233,3
587742576461938731,0
587742576459514009,3
587742576456630328,4
587742576455647482,0
587742576453222567,0
587742576451649589,0
587742576443064518,0
587742576439984214,0
587742576439853168,0
587742575924740241,3
587742575924281450,0
587742575916810364,0
587742575916220569,0
587742575915565209,0
587742575915171987,0
587742575914516610,0
587742575910256757,0
587742575910256645,4
587742575909863529,0
587742575907766429,3
587742575379022010,3
587742575378825345,0
587742575378563173,0
587742575377580135,3
587742575372533861,0
587742575370829868,0
587742575370764369,0
587742575369191430,0
587742573757726859,0
587742573757268119,0
587742573756481704,0
587742573756481701,0
587742573220069513,0
587742573219151957,0
587742572686934097,0
587742572685820108,0
587742572149539010,5
587742572146589818,0
587742571613847687,5
587742571613782214,3
587742571611881606,0
587742571611684943,0
587742571610243273,0
587742568933097694,3
587742568931524716,0
587742568930607117,3
587742568930148447,0
587742568400093357,0
587742568398061700,3
587742567862173762,0
587742567860338778,0
587742567859945587,1
587742567854178461,3
587742567852802203,0
587742567319273655,0
587742567315407124,0
587742566786531469,0
587742566783451344,1
587742566782337096,0
587742552285577359,1
587742552285577247,5
587742552284528963,0
587742552283611184,0
587742552282497167,0
587742551762927940,0
587742551761420600,1
587742551759782208,2
587742551758077969,3
587742551757226211,0
587742551756833031,1
587742551754539314,0
587742551753490616,0
587742551749951662,0
587742551749099651,0
587742551748575445,0
587742551745560789,0
587742551228416487,0
587742551225925903,0
587742551225401800,0
587742551221469459,0
587742551220158811,3
587742551219044457,3
587742551218389192,1
587742551216554210,0
587742551211180302,4
587742551210786994,0
587742550689644906,3
587742550685974857,3
587742550680600840,1
587742550679814265,0
587742550679224526,0
587742550674637021,0
587742550673916011,0
587742550155985262,3
587742550152380738,5
587742550151528802,0
587742550150611267,0
587742550149890305,2
587742550147662114,0
587742550147072188,2
587742550141960394,3
587742550141829209,2
587742550139076767,3
587742550138486952,1
587742550138159272,0
587742550136193200,0
587742549609676944,2
587742549606203539,3
587742549605810403,0
587742549602992151,0
587742549599650110,2
587742191523397699,4
587742191520514056,0
587742191520317586,0
587742191515992243,3
587742191511994512,0
587742191508783206,0
587742190990327920,3
587742190982660183,2
587742190981677204,0
587742190975451236,0
587742190974468447,3
587742190451884207,3
587742190451032261,0
587742190449787040,2
587742190448935028,5
587742190445723821,0
587742190444871730,3
587742190442709135,0
587742190440677381,3
587742190435106952,1
587742189917896862,0
587742189917175929,0
587742189908000891,3
587742189904396506,0
587742189900529836,1
587742189898694817,0
587742189381353604,2
587742189380305107,1
587742189379518692,0
587742189379518487,0
587742189377814663,0
587742189376503960,0
587742189375389799,0
587742189373161616,0
587742189367722119,3
587742189366542385,0
587742189363068945,0
587742189362348128,1
587742189362151505,0
587742189361954938,0
587742188836618289,0
587742188830785609,0
587742188829343775,0
587742188829016177,0
587742188827836495,0
587742062697120066,0
587742062693187712,0
587742062682505254,0
587742062680997959,0
587742062678966364,0
587742062676017295,0
587742062674706473,0
587742062665531569,3
587742062393753854,0
587742062171521091,5
587742062170341678,0
587742062169948500,3
587742062165622793,0
587742062162280606,2
587742062161166453,0
587742062161101038,0
587742062156513435,0
587742062143340614,0
587742062141112428,2
587742062136852640,0
587742062134755587,0
587742062134296624,1
587742062134100120,0
587742062128463950,3
587742062127612238,3
587742062127087765,2
587742062125449436,0
587742061632880853,0
587742061629997357,0
587742061628752108,2
587742061624951028,3
587742061620166716,0
587742061614727318,0
587742061612695704,0
587742061607714920,0
587742061607321722,0
587742061599326311,0
587742061597229239,0
587742061596180635,2
587742061595721912,0
587742061594607764,0
587742061591265416,0
587742061589233861,0
587742061588119832,0
587742061587529981,3
587742061583532171,4
587742061096534468,1
587742061092995424,0
587742061090504942,0
587742061089456396,3
587742061087817825,3
587742061080477768,3
587742061079429320,0
587742061076086846,0
587742061072810175,0
587742061071958117,0
587742061071630455,3
587742061070319776,3
587742061070319768,3
587742061059506358,2
587742061059244164,0
587742061059178627,3
587742061058719905,0
587742061058523352,0
587742061046005821,0
587742060557041721,3
587742060556714085,0
587742060555862337,0
587742060552847492,3
587742060550226022,3
587742060548260001,0
587742060547080321,2
587742060539543659,2
587742060536725551,0
587742060530565234,0
587742060530040987,0
587742060529909917,0
587742060528992368,1
587742060525191306,0
587742060524339341,3
587742060518441044,3
587742060516475167,2
587742060513657216,3
587742060008046735,0
587742060004900980,2
587742060003262586,0
587742060002738311,0
587742060002148485,0
587742059998609520,0
587742059998609499,0
587742059997757519,0
587742059997691975,0
587742059997691935,2
587742059997298786,3
587742059996446799,3
587742059995857041,3
587742059995004984,0
587742059993956497,0
587742015430656114,3
587742014916591998,0
587742014910759227,3
587742014910431497,0
587742014909120673,3
587742014908399718,0
587742014908006510,0
587742014903943371,3
587742014897389663,0
587742014891163766,0
587742014889001106,1
587742014888083568,1
587742014886969509,0
587742014884806778,0
587742014876614842,0
587742014377427055,0
587742014375133410,0
587742014372380957,0
587742014370349195,3
587742014362550474,0
587742014357766305,1
587742014357373102,0
587742014356062358,1
587742014355734692,1
587742014353965300,3
587742014348460156,0
587742014346297469,0
587742014344724643,0
587742014344200307,0
587742014342823998,0
587742014342496397,0
587742013842456795,0
587742013841342516,0
587742013838786725,0
587742013837410516,2
587742013832102096,0
587742013831643364,0
587742013822533770,0
587742013821681684,0
587742013821288524,3
587742013820764294,3
587742013811458159,2
587742013810278502,3
587742013809557637,1
587742013805822103,3
587742013302112401,0
587742013301457138,0
587742013299163365,0
587742013295624314,3
587742013295362161,0
587742013293789390,3
587742013292085361,0
587742013290905769,0
587742013285007507,2
587742013283106963,0
587742013278847100,0
587742013278781612,0
587742013278322859,3
587742013270720670,0
587742013269737553,0
587742012762882297,1
587742012761506225,0
587742012758491293,3
587742012756852757,1
587742012755607725,0
587742012748070971,0
587742012746301501,1
587742012743352384,0
587742012735750295,0
587742012734373934,0
587742012733915258,0
587742012732604468,3
587742012732539033,0
587742012732342405,0
587742010047201600,0
587742010046939428,2
587742009509740881,0
587742008971166033,0
587742008970313839,4
587742008969724287,0
587741830734151773,1
587741830732972058,2
587741830731726956,0
587741830730875047,0
587741830729105581,0
587741830729040074,0
587741830727008263,0
587741830192824378,3
587741830192562409,0
587741830190137530,0
587741829658378428,0
587741829657657456,2
587741829652676737,0
587741829122097296,0
587741829120393305,0
587741829119803563,0
587741828585095346,5
587741828579786943,0
587741828579655775,3
587741828579590241,0
587741828047831123,1
587741828045340835,0
587741828044226616,0
587741828044095623,0
587741821601972372,0
587741821601644684,3
587741821599744156,0
587741821063004175,0
587741819991883985,0
587741819988672755,0
587741819454161052,3
587741819452260527,1
587741817859997846,1
587741817859145924,3
587741817854623943,0
587741817854099593,2
587741817325617310,0
587741817315786947,0
587741817315459265,0
587741817310282120,0
587741817309561151,0
587741816785141959,0
587741816778981602,0
587741816776818871,0
587741816772690234,0
587741816251875551,0
587741816247091398,2
587741816242897093,0
587741816240930834,3
587741816239620360,0
587741816237523153,1
587741816236802072,0
587741815714939015,0
587741815713628326,0
587741815709827279,0
587741815708385470,0
587741815708319874,0
587741727653298304,2
587741727652380802,0
587741727652118706,0
587741727124750491,1
587741727124685073,3
587741727115116589,0
587741727112364174,0
587741726587158569,0
587741726583161002,0
587741726581456915,0
587741726580801729,0
587741726577524954,1
587741726050877560,0
587741726046617681,0
587741726044127395,0
587741726042095650,0
587741726040326255,0
587741725514137615,0
587741725505421397,0
587741725503979649,0
587741725503914078,0
587741725503193263,3
587741725502079066,0
587741725501030444,0
587741724976676950,0
587741724974842022,0
587741724972089494,0
587741724966846601,0
587741723362918532,0
587741723360886817,0
587741723358134325,0
587741723356758129,0
587741722826506430,3
587741722823754093,3
587741722823426106,0
587741722821001298,0
587741722289176778,0
587741722289176753,3
587741722287538358,3
587741722287145076,0
587741722286948486,0
587741722286555216,3
587741722285047924,0
587741721753550976,0
587741721753419946,2
587741721753026569,0
587741721750143122,0
587741721750143066,0
587741721746604120,0
587741721746473092,1
587741721215959201,0
587741721210191990,0
587741721209733214,0
587741720679219329,0
587741720679219307,5
587741720675090623,0
587741720675090573,0
587741710496038944,0
587741710495580313,3
587741710492762188,0
587741710491582621,0
587741710491517057,3
587741710491058320,0
587741709959168116,1
587741709958971636,0
587741709958250653,0
587741709956874370,0
587741709955170470,3
587741709954908323,0
587741709951172794,0
587741709950255261,0
587741709945405574,1
587741709940818293,0
587741709940817938,3
587741709940097307,0
587741709422624859,0
587741709422166121,0
587741709421903888,4
587741709420986492,3
587741709419741363,0
587741709419282574,0
587741709419282499,2
587741709418889288,0
587741709418234075,2
587741709418037403,2
587741709410369683,3
587741709409189975,0
587741709406896324,2
587741709402308841,2
587741709401325830,0
587741709400932727,0
587741708884574345,0
587741708884443297,0
587741708884115611,0
587741708878413903,0
587741708877234238,0
587741708874088482,0
587741708872908967,0
587741708870811888,0
587741708868256043,0
587741708864323835,0
587741708863930654,0
587741708860981719,0
587741708859081385,0
587741708348817524,0
587741708347244711,0
587741708346982575,1
587741708346327228,0
587741708343574664,0
587741708341543056,0
587741708340429046,2
587741708339249238,0
587741708339183674,5
587741708336758935,0
587741708335317206,0
587741708330074178,0
587741708330008807,0
587741708329812009,0
587741708327911618,3
587741708327584042,0
587741708326928841,0
587741708326928640,0
587741708326535387,0
587741708326338738,0
587741708324766006,0
587741707804409988,0
587741707803623553,2
587741707803492515,0
587741707798511629,0
587741707797659812,1
587741707796807853,0
587741603109732378,0
587741603109404816,0
587741603103113295,3
587741603101081679,2
587741603098263737,0
587741603098132552,0
587741603095707703,0
587741602575548584,0
587741602574368925,1
587741602572861595,0
587741602572468413,0
587741602567946383,0
587741602565390462,0
587741602564669549,0
587741602564341976,0
587741602560082061,0
587741602036842613,0
587741602035794008,0
587741602035597463,0
587741602033434766,3
587741602028519430,0
587741602028191832,0
587741602027208844,0
587741601501741173,0
587741601499709603,0
587741601499512972,0
587741601499185324,0
587741601499054229,0
587741601498791971,0
587741601498529967,1
587741601498464393,0
587741601494925523,0
587741601487847551,0
587741601484636215,0
587741600965853303,0
587741600963231888,4
587741600962904143,3
587741600962248789,0
587741600958906521,3
587741600958316717,0
587741600955433186,0
587741600955302054,0
587741600954056855,2
587741600953270386,1
587741600951042262,0
587741600950911113,0
587741600950255807,0
587741600949665866,0
587741600428327105,3
587741600419414156,0
587741600418431042,0
587741600416989282,3
587741600416596020,1
587741600414498889,0
587741567661113396,3
587741566051483749,0
587741534402642043,0
587741534402183303,2
587741534400807040,0
587741534400610491,0
587741534399561866,3
587741534398054487,0
587741534388289679,0
587741533867737245,3
587741533866688675,3
587741533864198308,0
587741533863411790,3
587741533861445790,3
587741533859741833,0
587741533859676280,0
587741533858889833,0
587741533858103318,0
587741533853712538,0
587741533849977004,3
587741533849583740,1
587741533846634671,0
587741533846306965,0
587741533330997378,0
587741533330538611,0
587741533329752124,3
587741533329555609,0
587741533327720630,0
587741533327261859,0
587741533326868672,0
587741533325361239,1
587741533320708196,0
587741533316907160,0
587741533315334371,0
587741533315203268,0
587741533312581733,0
587741533305700603,1
587741533303931041,2
587741532791570552,0
587741532788293672,0
587741532787245158,0
587741532784296156,0
587741532782919779,0
587741532781674657,0
587741532781346997,3
587741532773351661,2
587741532771516629,0
587741532771319870,5
587741532769550587,3
587741532765225276,0
587741532256469187,3
587741532252733483,0
587741532248080510,3
587741532236480742,0
587741532236218609,3
587741532228288801,0
587741532228157910,0
587741531719336021,0
587741531717042319,0
587741531715469443,0
587741531715338400,2
587741531707080830,0
587741531704525013,0
587741531703672996,3
587741531701772393,3
587741491449233536,0
587741491447988346,2
587741491447201963,0
587741491447070913,3
587741491445235830,1
587741491441238156,1
587741491437305884,0
587741491437240477,0
587741491436322980,0
587741491436322941,0
587741491435077778,0
587741491433111611,0
587741490907971778,2
587741490901549167,0
587741490901352478,0
587741490892505421,0
587741490891325936,0
587741490890932587,2
587741490887721615,3
587741490375491718,1
587741490375098503,0
587741490372215096,0
587741490370707578,0
587741490364350576,0
587741490358255852,2
587741490356158828,0
587741490352816639,0
587741489840390335,0
587741489839538246,0
587741489838227537,2
587741489832788190,2
587741489832067219,2
587741489829773466,0
587741489821122853,0
587741489820401904,0
587741489813586279,3
587741489303912632,0
587741489298604114,0
587741489298604048,2
587741489296375854,0
587741489295392829,0
587741489292116171,0
587741489287004301,0
587741489284317208,0
587741489279664542,0
587741488766845032,0
587741488758915280,0
587741422178664667,3
587741422176239790,0
587741421642580123,0
587741421642186883,0
587741421640024338,0
587741421639106578,0
587741421636157741,0
587741421636092142,0
587741421634453812,0
587741421105840334,0
587741421104070798,0
587741421098696962,0
587741421096992790,0
587741420563136693,2
587741420562350477,0
587741420561695060,3
587741420559860014,0
587741420031836368,0
587741392644931750,0
587741392113631313,0
587741392112713868,1
587741392110026923,3
587741392109502701,3
587741392107995323,0
587741392107602070,0
587741392105439399,0
587741392103473468,0
587741391574663388,0
587741391569027391,0
587741391032418455,2
587741391029666085,0
587741391029207204,2
587741390503084090,0
587741390502625443,1
587741390497513601,0
587741390495809586,0
587741390495481999,0
587741387812307414,0
587741387811389785,0
587741387274060175,0
587741387273470440,0
587741386738958635,3
587741386738237854,0
587741386736271798,3
587739845926322364,3
587739845924159666,0
587739845923701039,0
587739845388206390,0
587739845379489940,3
587739844856709191,5
587739844855595386,0
587739844854677770,0
587739844852973807,1
587739844851663061,0
587739844850549048,3
587739844849696902,3
587739844849238194,0
587739844845502577,0
587739844844585135,3
587739844323246638,0
587739844323246457,0
587739844321608016,0
587739844321476993,0
587739844320297336,1
587739844320231684,0
587739844320035169,0
587739844318789883,3
587739844317217019,0
587739844314267914,2
587739844313743524,0
587739844312825896,0
587739844311908636,0
587739844311056640,0
587739844310728777,1
587739844310401227,0
587739844310204635,0
587739844308304068,0
587739844308238511,0
587739844307189943,0
587739844306796715,0
587739843776086234,0
587739843772743812,0
587739843771957443,0
587739829278802135,3
587739829276049557,0
587739829274345634,0
587739828752220511,0
587739828752155083,3
587739828750647612,0
587739828747829473,3
587739828742324482,1
587739828740751511,2
587739828740620328,3
587739828738916508,0
587739828738916491,1
587739828737146985,0
587739828737081468,0
587739828214890860,0
587739828212465807,1
587739828211876098,0
587739828206633143,0
587739828203159591,0
587739828202373206,3
587739828200734826,0
587739828198506641,0
587739827679396335,5
587739827678412881,5
587739827676774747,0
587739827676512530,1
587739827674939716,2
587739827671597310,0
587739827671138591,0
587739827669172328,0
587739827665633412,0
587739827662946398,3
587739827662028929,3
587739827136430401,0
587739827134464054,4
587739827132891350,3
587739827126992988,2
587739827124306010,2
587739826587500718,0
587739815855587735,0
587739815853883612,0
587739815853555786,4
587739815849558201,3
587739815317536937,0
587739815316947239,0
587739815314915482,0
587739815314784446,0
587739815314391231,2
587739814782632324,2
587739814781452645,1
587739814247268719,0
587739814242156850,0
587739814240518333,0
587739812096508046,0
587739812094738552,0
587739811574120798,2
587739811572875465,0
587739811565338804,3
587739811562717402,0
587739811562586376,0
587739811562586323,2
587739811557867761,0
587739811038560926,0
587739811037381108,0
587739811036594524,1
587739811035414681,1
587739811032924524,1
587739811030630577,0
587739811030368494,0
587739811024732197,0
587739811022635167,0
587739811021389962,0
587739811020472554,3
587739811020472445,0
587739810502410567,5
587739810501361898,2
587739810499592542,0
587739810498019701,1
587739810497757496,0
587739810497560871,0
587739810496708957,3
587739810495725860,0
587739810493628525,0
587739810490941752,3
587739810488910004,3
587739810487992382,0
587739810483470551,3
587739809961804060,0
587739809958002871,5
587739809954463919,0
587739809954332808,3
587739809953808590,0
587739809949679643,5
587739809948041425,3
587739809947385977,0
587739809946796269,0
587739809946468493,1
587739809420083227,0
587739809415823462,0
587739809412808806,4
587739809411760293,1
587739721915629790,0
587739721915040008,0
587739721913729125,1
587739721906323546,3
587739721905406072,0
587739721904947337,0
587739721899311182,0
587739721376792745,0
587739721375744141,0
587739721368928399,0
587739721368797315,2
587739721367224452,0
587739721362636907,1
587739721361588264,3
587739721360998483,5
587739720851652975,0
587739720850276879,0
587739720849031226,3
587739720846213323,1
587739720843919556,0
587739720842019056,0
587739720841953489,2
587739720840642691,0
587739720839397466,0
587739720836907198,3
587739720835006502,0
587739720832319596,0
587739720830091333,0
587739720829173813,0
587739720828059766,0
587739720824389719,0
587739720314323381,3
587739720313143689,0
587739720311767256,0
587739720309670062,0
587739720308686985,3
587739720308424974,3
587739720307769663,0
587739720307376297,0
587739720305672298,0
587739720302133311,0
587739720300036218,0
587739720299118727,0
587739720298070140,0
587739720296890564,0
587739720287453262,0
587739719773192426,0
587739719772995907,0
587739719771816264,0
587739719764934777,0
587739719762968657,0
587739719762706582,0
587739719762313318,0
587739719757660288,0
587739719754711217,3
587739719750123633,0
587739719224459413,0
587739719216201843,3
587739719215284284,0
587739719214694464,0
587739719214432399,0
587739719213318212,2
587739709017292916,0
587739709014474907,0
587739709013360751,3
587739708488613984,0
587739708484223140,3
587739708482060410,0
587739708481208542,3
587739708480094368,3
587739708480094337,0
587739708478783596,3
587739707962294767,0
587739707961639205,0
587739707961573617,0
587739707959607821,1
587739707957706907,0
587739707957575916,0
587739707956527317,0
587739707956330739,0
587739707955740690,0
587739707955282159,2
587739707951284387,0
587739707946565698,0
587739707945713855,0
587739707944337693,0
587739707939422298,0
587739707421622679,0
587739707420967062,5
587739707420508549,0
587739707420049676,0
587739707419001066,0
587739707418280104,0
587739707418083564,0
587739707413233855,3
587739707413037174,1
587739707411464368,0
587739707410809036,0
587739707410088121,0
587739707408973829,3
587739707408187575,0
587739707406483639,0
587739707404517388,3
587739706886390129,0
587739706883113476,4
587739706876756127,0
587739706876559604,3
587739706873217137,0
587739706872037560,3
587739706865221724,0
587739706343555218,0
587739706342637788,0
587739706340343947,0
587739706336542842,3
587739706336084067,3
587739706335756370,0
587739706334642324,0
587739706334052497,1
587739706333069393,0
587739706329530451,0
587739706327630115,4
587739653177737361,0
587739652648927421,1
587739652645454119,3
587739652644405538,0
587739652643815616,0
587739652643750079,3
587739652642046121,0
587739652640997469,0
587739652106551599,0
587739651570532534,0
587739651570467010,0
587739651570270470,0
587739651569353006,0
587739648895942817,0
587739648895877258,0
587739648892731493,3
587739648889192599,0
587739648356188244,0
587739648355139724,0
587739648353632346,0
587739648351928400,2
587739648347996250,2
587739648077136037,0
587739647822004367,0
587739647821480046,3
587739647821217940,0
587739647815843978,0
587739647285198978,1
587739647284150415,0
587739647283626066,0
587739647281922183,0
587739647277858907,0
587739647277334691,0
587739647276417136,0
587739647274844363,0
587739647272878161,0
587739647272091828,0
587739646747672702,3
587739646746427477,5
587739646741839987,0
587739646735155363,2
587739646208508047,0
587739646207197399,0
587739646203265115,0
587739646201823385,3
587739646200840240,0
587739646198677626,0
587739631704604821,0
587739631170551836,0
587739631170420843,0
587739631170027680,2
587739631168979128,0
587739630634205223,0
587739630633615557,0
587739630633025683,0
587739630094909504,0
587739629560201370,0
587739629558759581,0
587739629558431756,0
587739629558366317,1
587739610496893077,0
587739610249756811,0
587739610247528551,0
587739610244251688,0
587739610244186226,1
587739610237763722,0
587739610236059789,0
587739610234552421,0
587739610231013460,0
587739609713672221,0
587739609710395480,0
587739609710002288,0
587739609707905165,0
587739609707249828,3
587739609706266765,0
587739609703645337,0
587739609700827236,0
587739609699975257,3
587739609697550451,0
587739609697091655,0
587739609695518810,0
587739609694732493,0
587739609692373081,0
587739609177063601,0
587739609171755031,0
587739609169002656,0
587739609168019522,0
587739609165987956,0
587739609165987933,0
587739609162317939,2
587739609160810639,0
587739609159893077,3
587739609157599390,0
587739608639078557,0
587739608637702315,0
587739608637440192,0
587739608636784836,0
587739608631541897,0
587739608630165628,0
587739608625053723,1
587739608624332901,0
587739608623743125,0
587739608623546434,4
587739608621252687,0
587739608103977103,0
587739608103780434,0
587739608102207595,1
587739608100372565,0
587739608099324062,0
587739608098471942,0
587739608089624624,0
587739608085168230,0
587739607561666674,1
587739607561404587,3
587739607559241828,1
587739607557406828,0
587739607549935726,0
587739607549542467,0
587739607549476896,0
587739607549345862,0
587739607547969659,0
587739607547773038,3
587739607547379937,0
587739509835104571,0
587739507159793719,0
587739507155337369,0
587739507153698909,0
587739506614403077,0
587739506087231509,2
587739506086248508,3
587739506083561558,0
587739506081333358,0
587739506081005618,0
587739506078318600,3
587739505551999141,0
587739505549115494,0
587739505543610468,0
587739505542758583,0
587739505542758449,0
587739505542168682,1
587739505542103128,0
587739505541316679,3
587739505015259325,0
587739505012047972,0
587739505010540684,2
587739505007329459,3
587739505007132802,3
587739505003790420,5
587739504478453851,3
587739504478191741,0
587739504478126086,2
587739504477929705,5
587739504467509376,1
587739459376709840,0
587739459375595697,0
587739459374874710,0
587739459369238675,0
587739458836758689,3
587739458835513427,0
587739458299363458,3
587739458294972594,0
587739457764917376,0
587739457760657532,0
587739457227784362,3
587739457227194440,0
587739457225556088,0
587739457225359533,0
587739457223458852,0
587739457222803596,0
587739408404250730,0
587739408402219050,1
587739408399728728,0
587739408398418029,3
587739408383279260,0
587739408380854383,0
587739408377643184,0
587739407878979780,3
587739407878914345,0
587739407878848701,0
587739407878258868,0
587739407874588758,0
587739407872164017,3
587739407869018405,3
587739407866265736,0
587739407863447709,3
587739407862005969,0
587739407857877129,0
587739407851389091,0
587739407850995844,0
587739407848898728,3
587739407847981159,2
587739407842214008,0
587739407833628991,1
587739407833432321,0
587739407830876597,0
587739407830155575,3
587739407830090167,0
587739407341060312,0
587739407338045684,3
587739407335555242,3
587739407335424149,2
587739407331229822,0
587739407329525953,0
587739407328018628,2
587739407326707896,2
587739407324086280,3
587739407320219810,0
587739407314714738,0
587739407311896655,0
587739407310782535,1
587739407310782527,0
587739407309668467,2
587739407309471907,0
587739407306653870,0
587739407304949942,3
587739407293612320,0
587739407292367268,3
587739407292301681,0
587739406802550981,2
587739406796128426,3
587739406794358940,0
587739406791344277,0
587739406780596345,3
587739406780203062,0
587739406778630263,3
587739406772011174,4
587739406771552325,0
587739406769914022,3
587739406764998780,0
587739406761918666,0
587739406758576392,0
587739406755562036,0
587739406269350267,4
587739406264172786,0
587739406263779557,0
587739406263320773,0
587739406262993064,0
587739406260896003,0
587739406260895935,0
587739406259781814,0
587739406258339966,0
587739406256373898,3
587739406255718597,0
587739406251000007,3
587739406250475687,0
587739406246412437,3
587739406243528845,0
587739406239858908,0
587739406238547996,0
587739406238023779,0
587739406237630610,0
587739406235205794,0
587739406231011460,0
587739406229963045,0
587739405718782070,3
587739405715963991,3
587739405712490576,0
587739405709410471,0
587739405704691805,0
587739405699121275,0
587739386353221751,0
587739385817923937,0
587739385281315074,0
587739385281053092,0
587739384743592188,2
587739384742805830,1
587739382594535516,3
587739382072017106,0
587739382070051097,0
587739382070051053,0
587739382068478200,0
587739382068412623,0
587739382066905336,0
587739381534490911,0
587739381530362095,0
587739381525971114,2
587739381522366565,0
587739381522301051,3
587739381520728228,0
587739381520662655,0
587739380996702331,5
587739380992442489,0
587739380987985959,0
587739380984512631,0
587739380459503910,0
587739380452425884,0
587739380449738924,0
587739380447379604,0
587739380447379555,0
587739379917783211,0
587739379914375323,0
587739379911360607,5
587739377780261014,0
587739377779802162,0
587739377772200147,0
587739377771282559,5
587739377770823714,0
587739377232511085,0
587739377231397155,0
587739376707502200,0
587739376700358869,0
587739376698458132,0
587739376696099060,0
587739376158376094,0
587739376157393114,0
587739376156213733,0
587739376155820597,3
587739376154247602,0
587739376153657465,3
587739375635071096,0
587739375634022520,0
587739375630942399,1
587739375629500563,0
587739375629238400,1
587739305297313848,0
587739305296461954,2
587739305293250564,3
587739305287155895,0
587739304759591055,0
587739304755396691,0
587739304754675854,0
